sme_id,registration_date,country,region,urban_rural,sector,owner_age,owner_sex,owner_education,business_name,years_in_business,n_employees,annual_revenue_usd,annual_revenue_reported,currency_reported,business_expenses_usd,personal_income_usd,keeps_financial_records,registered_with_tax,has_physical_premises,phone_number,data_source,record_quality
SME_04140,2020-07-27,Rwanda,Huye,urban,agriculture,64.0,Female,tertiary,Inzira Textiles Group,15.8,2,,2137.57,USD,,3441.16,No,No,Yes,+250465439542,business_registry,minimal
SME_04141,2018-12-21,Nigeria,Kaduna,urban,retail,28.0,Female,tertiary,Kola Hardware & Partners,4.3,6,,,USD,2140.53,,No,No,Yes,+234221365511,business_registry,minimal
SME_04142,2022-09-26,Tanzania,Mbeya,urban,textile,33.0,Female,tertiary,Pwani Traders SARL,2.4,5,755.68,1889200.0,TZS,1009.7817860696993,387.98,No,No,Yes,+255594548422,business_registry,complete
SME_04143,2021-01-02,Kenya,Nakuru,rural,agriculture,25.0,Male,secondary,Jambo Tech SARL,2.2,13,2675.74,2675.74,USD,1514.73,2095.66,Partially,No,Yes,+254464796627,business_registry,partial
SME_04144,2018-10-13,Nigeria,Lagos,peri-urban,services,31.0,Female,secondary,Emmanuel General Store SARL,0.4,2,1160.13,1160.13,USD,1723.98,694.34,Partially,No,Yes,+234630610226,business_registry,complete
SME_04145,2020-04-24,Tanzania,Mbeya,peri-urban,agriculture,44.0,Male,tertiary,Mwanga Tech Ltd,6.2,5,3418.36,3418.36,USD,2513.1,130.45,Yes,No,No,+255761167479,business_registry,complete
SME_04146,2020-06-01,Nigeria,Kaduna,peri-urban,services,51.0,Female,none,Victory Bakery & Sons,2.2,6,239.3,239.3,USD,39.56,,Partially,No,Yes,+234487874639,business_registry,complete
SME_04147,2009-08-02,Kenya,Eldoret,urban,agriculture,41.0,Male,secondary,Mama Electronics Group,3.3,26,1334.3,173500.0,KES,310.67,290.72,Yes,No,No,+254208134321,business_registry,complete
SME_04148,2015-09-12,Uganda,Jinja,peri-urban,retail,37.0,Male,tertiary,Bwindi Solutions S.A.,16.5,5,7618.05,28186800.0,UGX,2700.61,1018.38,No,No,Yes,+256825663987,business_registry,complete
SME_04149,2022-09-26,Tanzania,Zanzibar,rural,retail,25.0,Female,secondary,Selous Tech SARL,1.1,3,353.23,883100.0,TZS,288.36,1303.56,No,Yes,No,+255893736937,business_registry,complete
SME_04150,2020-08-08,Nigeria,Port Harcourt,urban,agriculture,32.0,Male,tertiary,Chidi Supplies Co.,,4,,,NGN,,24.42,Yes,No,Yes,+234734694810,business_registry,complete
SME_04151,2006-11-23,Nigeria,Benin City,rural,retail,21.0,Male,secondary,Eko Farm Group,2.9,5,1228.57,1842900.0,NGN,942.17,407.62,No,No,Yes,+234895463038,business_registry,complete
SME_04152,2007-01-03,Tanzania,Mwanza,rural,retail,52.0,Female,secondary,Uhuru Traders & Associates,6.2,11,96.26,96.26,USD,47.87,274.74,No,No,No,+255233197349,business_registry,partial
SME_04153,2008-08-07,Tanzania,Mwanza,rural,retail,52.0,Female,tertiary,Baraka Electronics & Sons,14.2,2,5089.91,5089.91,USD,254.5,112.02,No,No,Yes,+255470692321,business_registry,partial
SME_04154,2018-05-05,Tanzania,Arusha,urban,tech,41.0,Female,secondary,Baraka Hardware Co.,10.5,2,498.07,1245200.0,TZS,397.34,554.73,No,No,No,+255495829765,business_registry,complete
SME_04155,2012-02-01,Ghana,Ho,urban,retail,48.0,Female,none,Akwaaba Agro & Sons,3.3,35,1277.39,1277.39,USD,227.22,791.24,No,No,No,+233734284592,business_registry,complete
SME_04156,2016-04-23,Kenya,Thika,urban,textile,53.0,Female,secondary,Karibu Solutions & Associates,2.0,1,4195.81,4195.81,USD,3341.44,1492.32,Partially,No,Yes,+254554973914,business_registry,complete
SME_04157,2007-07-08,Morocco,Casablanca,urban,retail,43.0,Male,secondary,Atlas Bakery & Associates,3.7,7,5034.91,5034.91,USD,251.75,784.9,Partially,No,Yes,+212689144698,business_registry,partial
SME_04158,2006-01-29,Kenya,Meru,rural,agriculture,60.0,Female,primary,Safari General Store SARL,5.6,5,163.53,163.53,USD,87.62,,Partially,No,Yes,+254868306320,business_registry,complete
SME_04159,2018-11-14,Tanzania,Mwanza,urban,agriculture,28.0,Female,primary,Bora Tech Group,0.1,4,2929.56,2929.56,USD,2608.68,7338.47,Partially,No,No,+255187440918,business_registry,partial
SME_04160,2010-03-31,Kenya,Nakuru,rural,retail,37.0,Female,primary,Uhuru Construction & Associates,6.0,1,8175.26,8175.26,USD,12085.37,393.13,Yes,No,Yes,+254993723274,business_registry,complete
SME_04161,2005-10-11,Tanzania,Dar es Salaam,rural,retail,35.0,Female,tertiary,Mwanga Farm SARL,5.4,38,426.53,426.53,USD,124.49,53.57,No,No,Yes,+255837093073,business_registry,complete
SME_04162,2008-11-20,Nigeria,Port Harcourt,rural,construction,50.0,Male,tertiary,Ngozi Solutions Co.,15.8,4,5811.58,8717400.0,NGN,7145.09,,No,No,No,+234874713482,business_registry,complete
SME_04163,2010-10-24,Rwanda,Kigali,peri-urban,services,23.0,Female,secondary,Ubumwe Foods Co.,9.2,2,,,USD,,3593.99,No,No,Yes,+250520079509,business_registry,complete
SME_04164,2012-04-16,Nigeria,Lagos,urban,food_processing,61.0,Female,none,Ngozi Farm Co.,6.0,1,3386.43,3386.43,USD,1282.26,491.11,Partially,No,Yes,+234104740077,business_registry,partial
SME_04165,2021-02-17,Ghana,Tamale,urban,retail,49.0,Male,secondary,Mensah Hardware Ltd,8.6,1,6609.56,6609.56,USD,3663.05,178.34,No,No,Yes,+233898038662,business_registry,complete
SME_04166,2008-07-27,Nigeria,Port Harcourt,urban,retail,65.0,Male,none,Naija Hardware & Sons,4.7,6,284.96,284.96,USD,83.39,1961.56,Yes,No,Yes,+234559252776,business_registry,partial
SME_04167,2015-11-13,Kenya,Nairobi,urban,food_processing,41.0,Male,secondary,Harambee Traders & Associates,1.7,2,256.01,256.01,USD,,6889.85,No,No,No,+254060728515,business_registry,partial
SME_04168,2009-12-11,Nigeria,Enugu,peri-urban,agriculture,34.0,Male,tertiary,Grace Solutions SARL,3.4,3,11379.31,11379.31,USD,568.97,503.56,Partially,No,No,+234386454420,business_registry,partial
SME_04169,2013-12-20,Tanzania,Zanzibar,urban,agriculture,50.0,Male,primary,Uhuru Foods & Sons,1.2,2,809.45,2023600.0,TZS,,1764.62,Partially,No,Yes,+255368240480,business_registry,partial
SME_04170,2010-04-29,Tanzania,Mwanza,urban,retail,55.0,Male,primary,Uhuru Bakery & Sons,0.7,5,104.19,104.19,USD,5.21,,Partially,No,Yes,+255168386800,business_registry,complete
SME_04171,2011-03-13,Senegal,Ziguinchor,peri-urban,agriculture,32.0,Female,secondary,Cheikh Farm Group,,5,1069.94,1069.94,USD,,15187.2,Partially,Yes,Yes,+221117294662,business_registry,partial
SME_04172,2015-10-16,Uganda,Kampala,urban,services,18.0,Male,secondary,Nile Construction,2.8,7,1184.3,1184.3,USD,1502.35,,Partially,No,Yes,+256650802935,business_registry,complete
SME_04173,2015-08-11,Senegal,Ziguinchor,rural,agriculture,18.0,Male,secondary,Djoloff Foods,4.0,7,2238.54,2238.54,USD,1511.98,621.44,No,No,Yes,+221670218996,business_registry,partial
SME_04174,2007-06-06,Nigeria,Enugu,urban,agriculture,45.0,Male,secondary,Kola Enterprises Group,13.6,2,721.12,721.12,USD,421.94,609.87,No,No,Yes,+234588918862,business_registry,partial
SME_04175,2007-10-27,Uganda,Entebbe,rural,construction,62.0,Female,secondary,Gorilla Traders Ltd,2.4,1,32929.38,32929.38,USD,43327.42492104962,25.56,No,No,No,+256572786509,business_registry,complete
SME_04176,2009-05-04,Tanzania,Morogoro,urban,tech,24.0,Male,secondary,Karibu Construction & Sons,18.0,3,287.85,287.85,USD,,,Partially,Yes,No,+255042660190,business_registry,partial
SME_04177,2021-03-06,Ghana,Cape Coast,urban,retail,38.0,Female,secondary,Abena Enterprises,6.4,5,50.0,50.0,USD,52.79,,Yes,No,Yes,+233500757730,business_registry,partial
SME_04178,2010-09-15,Senegal,Touba,peri-urban,retail,37.0,Male,tertiary,Ibrahima Electronics S.A.,6.1,4,102.9,102.9,USD,5.14,34239.03,No,Yes,No,+221855510530,business_registry,complete
SME_04179,2015-05-25,Ghana,Ho,rural,services,67.0,Male,tertiary,Osei Solutions,6.3,1,383.15,383.15,USD,594.76,286.95,No,No,Yes,+233488498184,business_registry,partial
SME_04180,2013-01-29,Morocco,Rabat,peri-urban,agriculture,72.0,Male,tertiary,Fatima Foods Co.,4.8,3,3394.48,3394.48,USD,4378.91,481.31,No,No,Yes,+212269529507,business_registry,complete
SME_04181,2011-05-16,Uganda,Entebbe,rural,retail,47.0,Female,secondary,Gorilla Enterprises,6.1,1,995.42,995.42,USD,76.53,1257.84,Partially,Don't know,Yes,+256441560185,business_registry,complete
SME_04182,2005-09-08,Kenya,Meru,urban,agriculture,54.0,Female,secondary,Amani Enterprises,9.1,3,2686.09,2686.09,USD,2529.47,7084.1,No,No,No,+254227119056,business_registry,complete
SME_04183,2012-12-08,Uganda,Jinja,urban,retail,53.0,Male,secondary,Blessed General Store Limited,2.2,8,429.77,1590100.0,UGX,208.83,193.68,No,Don't know,Yes,+256372491122,business_registry,partial
SME_04184,2022-12-22,Tanzania,Zanzibar,urban,tech,25.0,Male,secondary,Bora Textiles & Sons,,1,3011.5,3011.5,USD,,,No,No,Yes,+255065991019,business_registry,minimal
SME_04185,2021-12-04,Morocco,Rabat,rural,services,51.0,Male,tertiary,Hassan Textiles,3.2,13,82.89,82.89,USD,11.94,699.87,Partially,No,Yes,+212696370994,business_registry,complete
SME_04186,2010-05-28,Rwanda,Kigali,rural,tech,28.0,Male,secondary,Hope Enterprises SARL,9.5,1,1908.2,1908.2,USD,1779.69,850.16,Yes,No,No,+250158090089,business_registry,complete
SME_04187,2014-08-04,Kenya,Mombasa,rural,services,39.0,Male,secondary,Bora Services,19.4,8,4193.45,545100.0,KES,3662.22,929.75,No,No,No,+254694533348,business_registry,partial
SME_04188,2010-03-03,Kenya,Nairobi,rural,food_processing,57.0,Female,secondary,Kilimo Bakery S.A.,9.2,7,271.42,35300.0,KES,508.61,1231.77,Partially,Don't know,Yes,+254936584723,business_registry,partial
SME_04189,2021-07-30,Kenya,Kisumu,peri-urban,services,43.0,Female,tertiary,Bora Hardware S.A.,,3,,,USD,,,Partially,No,Yes,+254463097535,business_registry,minimal
SME_04190,2014-12-25,Tanzania,Dodoma,rural,services,56.0,Male,secondary,Kilimanjaro Bakery Limited,3.1,5,50.0,50.0,USD,2.5,1161.05,Yes,No,Yes,+255378239230,business_registry,partial
SME_04191,2021-07-21,Kenya,Nyeri,peri-urban,retail,59.0,Male,secondary,Uhuru Agro Co.,10.7,2,5036.37,5036.37,USD,,703.33,No,No,No,+254216815495,business_registry,partial
SME_04192,2020-05-12,Uganda,Entebbe,peri-urban,retail,18.0,Male,secondary,Gorilla Agro & Associates,4.1,1,6409.47,6409.47,USD,2320.34,89.39,Partially,No,Yes,+256912587466,business_registry,partial
SME_04193,2010-11-23,Tanzania,Dodoma,peri-urban,retail,18.0,Male,tertiary,Selous Enterprises SARL,8.6,9,300.04,300.04,USD,129.48,100.34,Partially,No,Yes,+255866351647,business_registry,complete
SME_04194,2013-03-21,Rwanda,Kigali,peri-urban,retail,57.0,Female,secondary,Hope Agro,4.1,2,2517.55,2517.55,USD,1042.83,231.69,Partially,No,Yes,+250101733001,business_registry,complete
SME_04195,2015-03-31,Nigeria,Kaduna,urban,retail,58.0,Male,none,Naija General Store & Sons,3.4,17,303.25,303.25,USD,218.19,3884.66,No,No,Yes,+234116690629,business_registry,complete
SME_04196,2009-06-23,Tanzania,Arusha,rural,agriculture,45.0,Male,primary,Kilimanjaro Textiles,1.4,7,2411.28,2411.28,USD,3065.56,5989.14,Partially,No,Yes,+255933996284,business_registry,complete
SME_04197,2019-12-17,Kenya,Eldoret,urban,food_processing,47.0,Female,primary,Mama Traders Group,,2,,,USD,,95.3,Partially,No,Yes,+254763481902,business_registry,minimal
SME_04198,2015-03-07,Morocco,Fes,urban,agriculture,54.0,Female,tertiary,Hassan Textiles & Associates,2.5,6,1423.47,1423.47,USD,71.17,2950.86,No,No,Yes,+212512594231,business_registry,complete
SME_04199,2008-09-24,Kenya,Thika,urban,retail,53.0,Male,secondary,Nguvu Transport & Sons,8.6,5,495.76,495.76,USD,365.28,67.56,Partially,Yes,Yes,+254618694618,business_registry,complete
SME_04200,2013-09-08,Kenya,Meru,urban,retail,38.0,Female,tertiary,Safari Traders SARL,4.2,16,500.54,500.54,USD,,1805.57,No,No,Yes,+254057744422,business_registry,complete
SME_04201,2019-10-13,Kenya,Nyeri,rural,agriculture,54.0,Male,secondary,Tumaini Farm Co.,2.5,2,352.93,352.93,USD,89.33,368.63,No,No,Yes,+254311070662,business_registry,partial
SME_04202,2012-08-11,Rwanda,Huye,peri-urban,tech,37.0,Female,secondary,Hope Electronics Ltd,2.8,3,,,USD,,29.06,Partially,No,Yes,+250177007146,business_registry,complete
SME_04203,2017-10-11,Kenya,Nairobi,rural,retail,45.0,Female,secondary,Furaha Agro Limited,1.3,5,28598.23,28598.23,USD,1429.91,157.89,No,No,No,+254572231594,business_registry,partial
SME_04204,2022-09-13,Ghana,Tamale,rural,retail,44.0,Male,none,Ama Tech SARL,1.6,3,85612.91,85612.91,USD,126690.78,297.14,Partially,No,No,+233551230813,business_registry,partial
SME_04205,2011-01-11,Uganda,Gulu,peri-urban,agriculture,30.0,Female,primary,Nile Bakery SARL,2.4,1,7652.8,7652.8,USD,6151.11,,No,Yes,Yes,+256714399275,business_registry,complete
SME_04206,2022-12-01,Uganda,Jinja,rural,transport,32.0,Female,tertiary,Crane General Store S.A.,13.3,8,1408.91,1408.91,USD,1000.94,674.63,No,No,No,+256589238524,business_registry,complete
SME_04207,2012-06-15,Kenya,Mombasa,rural,food_processing,71.0,Female,primary,Nguvu Services,2.9,14,8565.87,8565.87,USD,428.29,602.07,Partially,No,No,+254368058608,business_registry,complete
SME_04208,2015-02-09,Kenya,Meru,rural,retail,30.0,Male,primary,Kilimo Bakery Limited,12.9,4,2681.02,2681.02,USD,1583.51,471.17,No,No,Yes,+254470021677,business_registry,complete
SME_04209,2018-11-27,Tanzania,Zanzibar,rural,agriculture,47.0,Male,secondary,Selous General Store & Associates,4.5,1,768.82,768.82,USD,243.6,3186.05,Partially,No,No,+255137928852,business_registry,partial
SME_04210,2006-03-23,Kenya,Meru,urban,services,49.0,Female,tertiary,Nguvu Textiles Group,6.1,3,49733.95,49733.95,USD,7063.17,160.07,Partially,No,No,+254816376989,business_registry,partial
SME_04211,2017-08-14,Uganda,Jinja,rural,textile,41.0,Male,tertiary,Victory Construction SARL,4.6,1,8317.44,8317.44,USD,4075.77,1584.79,No,No,Yes,+256292879551,business_registry,partial
SME_04212,2015-03-14,Nigeria,Benin City,peri-urban,retail,51.0,Male,secondary,Chidi Electronics & Associates,2.4,3,376.47,376.47,USD,624.41,26072.43,Partially,No,No,+234603839007,business_registry,partial
SME_04213,2016-10-15,Tanzania,Dar es Salaam,peri-urban,agriculture,46.0,Female,tertiary,Jua Transport Co.,2.2,4,8130.61,8130.61,USD,16390.61362908149,1613.5,Partially,No,Yes,+255678670975,business_registry,complete
SME_04214,2022-02-18,Kenya,Nakuru,rural,agriculture,30.0,Female,tertiary,Jambo Enterprises & Partners,14.1,6,4062.47,4062.47,USD,1811.99,1529.27,No,Yes,Yes,+254878120289,business_registry,partial
SME_04215,2013-09-23,Tanzania,Arusha,urban,agriculture,49.0,Male,tertiary,Jua Textiles S.A.,5.1,12,266.69,666700.0,TZS,406.5917792648452,265.72,No,No,Yes,+255016635524,business_registry,complete
SME_04216,2021-08-26,Kenya,Nyeri,peri-urban,services,34.0,Female,secondary,Bora Foods Co.,5.5,6,1650.78,214600.0,KES,573.87,15217.89,No,No,Yes,+254763586948,business_registry,complete
SME_04217,2015-03-20,Ghana,Kumasi,urban,tech,65.0,Male,secondary,Adjoa Supplies,10.4,1,1303.85,1303.85,USD,1150.39,215.96,No,No,Yes,+233217923857,business_registry,complete
SME_04218,2008-11-16,Kenya,Mombasa,peri-urban,tech,47.0,Female,tertiary,Kilimo Agro Co.,2.6,6,50.0,6500.0,KES,2.5,,No,No,No,+254815022254,business_registry,complete
SME_04219,2016-09-27,Senegal,Kaolack,urban,services,32.0,Male,primary,Cheikh Hardware SARL,3.7,3,114.56,114.56,USD,109.2,26.86,Partially,No,Yes,+221366670177,business_registry,complete
SME_04220,2008-06-03,Ghana,Takoradi,urban,agriculture,46.0,Female,tertiary,Asante Tech SARL,11.5,3,10336.85,10336.85,USD,516.84,265.15,No,No,Yes,+233359421893,business_registry,complete
SME_04221,2021-03-05,Kenya,Nairobi,peri-urban,tech,29.0,Female,secondary,Mama General Store & Sons,4.6,3,,,USD,,2192.8,Partially,No,Yes,+254240747150,business_registry,complete
SME_04222,2007-09-28,Kenya,Kisumu,rural,retail,45.0,Female,secondary,Bora Farm & Partners,4.4,4,4219.43,4219.43,USD,4525.5,574.54,No,No,Yes,+254208071955,business_registry,complete
SME_04223,2013-12-21,Nigeria,Enugu,peri-urban,retail,39.0,Male,secondary,Eko Services,1.6,8,14374.0,14374.0,USD,20206.11,,No,No,No,+234730820450,business_registry,partial
SME_04224,2019-09-30,Kenya,Thika,urban,services,31.0,Female,tertiary,Harambee Agro & Sons,1.0,5,50.0,50.0,USD,2.5,954.65,Partially,No,Yes,+254659058516,business_registry,complete
SME_04225,2005-03-02,Kenya,Thika,rural,agriculture,31.0,Female,secondary,Amani General Store & Associates,,1,,,KES,,,No,No,Yes,+254654384604,business_registry,minimal
SME_04226,2013-10-25,Morocco,Casablanca,urban,transport,74.0,Male,tertiary,Andalous Hardware Group,,1,,,USD,,,No,No,Yes,+212401560481,business_registry,minimal
SME_04227,2014-02-10,Ghana,Tamale,peri-urban,tech,43.0,Female,tertiary,Akwaaba Textiles Ltd,,6,2964.55,2964.55,USD,2651.31,65.01,Partially,No,No,+233521163680,business_registry,complete
SME_04228,2011-01-30,Kenya,Nairobi,peri-urban,services,36.0,Male,secondary,Furaha Textiles Co.,5.9,5,48367.39,48367.39,USD,12971.44,2466.56,Partially,No,No,+254917988976,business_registry,complete
SME_04229,2017-02-07,Tanzania,Dar es Salaam,urban,services,34.0,Female,tertiary,Mwanga General Store Co.,4.7,10,8382.85,8382.85,USD,4557.26,398.43,No,No,Yes,+255303243128,business_registry,complete
SME_04230,2010-11-04,Nigeria,Kano,peri-urban,retail,48.0,Male,none,Eko Hardware & Sons,4.0,3,1073.58,1610400.0,NGN,615.88,337.01,Partially,No,Yes,+234225605263,business_registry,partial
SME_04231,2011-09-26,Senegal,Kaolack,urban,agriculture,33.0,Male,secondary,Oumar Solutions & Associates,9.8,4,,,USD,,137.82,No,No,Yes,+221662022292,business_registry,complete
SME_04232,2009-12-15,Kenya,Nairobi,rural,transport,27.0,Male,tertiary,Simba Agro & Associates,8.1,5,658.92,658.92,USD,362.93,1364.46,No,No,Yes,+254297381772,business_registry,partial
SME_04233,2016-03-25,Uganda,Entebbe,peri-urban,food_processing,41.0,Male,secondary,Nile Traders S.A.,17.1,1,534.51,1977700.0,UGX,311.69,845.01,Yes,No,Yes,+256212941401,business_registry,complete
SME_04234,2020-11-16,Uganda,Mbale,urban,construction,41.0,Female,secondary,Amara Enterprises SARL,7.6,1,14356.22,14356.22,USD,19328.48,2452.96,No,Yes,Yes,+256009281119,business_registry,complete
SME_04235,2008-03-12,Kenya,Meru,urban,agriculture,36.0,Male,secondary,Karibu Supplies & Associates,0.5,6,3911.25,508500.0,KES,1888.71,68.19,No,Don't know,Yes,+254927587850,business_registry,partial
SME_04236,2012-05-15,Kenya,Nakuru,rural,retail,30.0,Male,none,Uhuru Services,9.4,5,2158.2,2158.2,USD,2542.61,,No,No,Yes,+254598152258,business_registry,partial
SME_04237,2009-01-23,Nigeria,Kaduna,urban,retail,36.0,Male,secondary,Emmanuel Bakery & Associates,3.5,11,997.6,1496400.0,NGN,559.85,1480.01,Yes,No,No,+234588100795,business_registry,complete
SME_04238,2009-05-23,Rwanda,Gicumbi,rural,services,35.0,Male,tertiary,Agaseke Electronics Limited,4.2,17,5489.92,5489.92,USD,1385.44,182.54,No,No,Yes,+250247082640,business_registry,partial
SME_04239,2022-06-24,Tanzania,Arusha,peri-urban,services,34.0,Male,secondary,Karibu Textiles & Sons,2.3,3,50.0,50.0,USD,92.348770128866,3099.06,Partially,No,Yes,+255208342200,business_registry,complete
SME_04240,2017-10-12,Ghana,Tamale,rural,tech,45.0,Female,primary,Kofi Textiles & Associates,7.1,2,42306.63,42306.63,USD,2115.33,1230.47,Partially,No,Yes,+233096560699,business_registry,complete
SME_04241,2021-12-28,Uganda,Jinja,peri-urban,retail,71.0,Female,tertiary,Nile General Store & Sons,11.4,1,913.88,913.88,USD,1346.2091174114867,,No,No,Yes,+256506415739,business_registry,complete
SME_04242,2016-06-06,Rwanda,Huye,rural,retail,59.0,Male,tertiary,Volcano Transport,2.5,5,266.67,266.67,USD,,879.14,Partially,No,Yes,+250850495782,business_registry,complete
SME_04243,2016-12-28,Tanzania,Arusha,peri-urban,agriculture,68.0,Male,secondary,Serengeti Textiles Co.,4.3,1,11657.93,11657.93,USD,7568.86,20.0,Yes,No,Yes,+255425009734,business_registry,complete
SME_04244,2017-11-13,Tanzania,Mwanza,urban,retail,34.0,Female,secondary,Amani Tech Ltd,5.0,1,11178.68,11178.68,USD,15215.08,1878.8,Partially,No,Yes,+255208232421,business_registry,complete
SME_04245,2016-09-30,Uganda,Mbale,peri-urban,retail,64.0,Male,tertiary,Kigezi Enterprises,3.8,4,1295.26,4792500.0,UGX,,248.19,No,No,Yes,+256780274688,business_registry,complete
SME_04246,2019-10-15,Nigeria,Ibadan,urban,food_processing,45.0,Female,none,Naija Solutions & Associates,4.6,2,16147.14,24220700.0,NGN,1592.21,55.45,Yes,No,Yes,+234707955458,business_registry,complete
SME_04247,2010-11-13,Rwanda,Kigali,peri-urban,retail,55.0,Female,tertiary,Inyange General Store SARL,3.2,3,9002.66,9002.66,USD,8877.06,20.0,Yes,No,Yes,+250238366523,business_registry,partial
SME_04248,2006-10-28,Kenya,Kisumu,peri-urban,retail,48.0,Female,secondary,Uhuru Foods & Associates,7.3,3,2932.79,2932.79,USD,1987.81,1053.96,Yes,No,No,+254585455587,business_registry,partial
SME_04249,2013-10-15,Kenya,Thika,peri-urban,food_processing,37.0,Female,primary,Furaha Transport SARL,5.0,1,77.29,10000.0,KES,87.91,546.84,No,No,Yes,+254450479824,business_registry,partial
SME_04250,2005-01-14,Rwanda,Nyagatare,rural,transport,51.0,Male,tertiary,Kigali Agro & Partners,2.7,1,1858.51,1858.51,USD,1949.4,405.46,No,No,Yes,+250092583232,business_registry,partial
SME_04251,2005-11-07,Nigeria,Abuja,urban,agriculture,48.0,Female,secondary,Lagos Supplies Ltd,4.0,6,1504.01,2256000.0,NGN,,,Partially,No,Yes,+234736771469,business_registry,partial
SME_04252,2005-11-29,Kenya,Thika,urban,retail,18.0,Male,tertiary,Uhuru Transport Limited,18.6,3,945.97,945.97,USD,,676.83,No,No,Yes,+254190934961,business_registry,complete
SME_04253,2006-05-24,Kenya,Kisumu,urban,services,40.0,Male,secondary,Uzuri Services,11.2,5,759.65,759.65,USD,797.65,2014.33,No,Don't know,Yes,+254615557803,business_registry,complete
SME_04254,2017-09-18,Tanzania,Dar es Salaam,rural,services,53.0,Male,secondary,Selous Tech Co.,9.3,3,5726.35,5726.35,USD,5819.4,652.9,No,No,Yes,+255218157027,business_registry,complete
SME_04255,2015-10-02,Rwanda,Huye,rural,transport,45.0,Female,secondary,Hope Hardware Ltd,3.9,3,157.46,189000.0,RWF,163.31,,No,No,Yes,+250402665969,business_registry,partial
SME_04256,2021-10-23,Kenya,Kisumu,urban,agriculture,48.0,Female,secondary,Uhuru Traders Co.,4.2,4,12698.07,1650700.0,KES,,,Partially,No,Yes,+254684769766,business_registry,partial
SME_04257,2010-03-20,Kenya,Nairobi,urban,food_processing,32.0,Male,secondary,Harambee Services & Partners,3.4,3,1351.97,1351.97,USD,755.46,918.25,Partially,No,Yes,+254410807914,business_registry,complete
SME_04258,2010-12-16,Tanzania,Mwanza,urban,construction,45.0,Male,tertiary,Kilimanjaro Tech S.A.,5.7,2,,,USD,,1330.0,No,No,Yes,+255090413690,business_registry,partial
SME_04259,2013-10-26,Senegal,Ziguinchor,peri-urban,retail,40.0,Female,tertiary,Dakar Construction S.A.,4.7,1,878.06,878.06,USD,530.76,273.11,No,No,No,+221265620727,business_registry,complete
SME_04260,2019-01-20,Nigeria,Kano,urban,retail,39.0,Male,secondary,Grace Tech & Partners,3.8,31,2118.13,2118.13,USD,850.48,,No,No,Yes,+234753930671,business_registry,complete
SME_04261,2021-09-28,Senegal,Touba,rural,tech,33.0,Male,primary,Ibrahima Agro Limited,4.0,8,19853.15,19853.15,USD,3086.7,990.09,No,No,Yes,+221830197707,business_registry,complete
SME_04262,2018-02-12,Morocco,Meknes,urban,agriculture,54.0,Female,secondary,Rachid Services SARL,4.5,13,5315.29,5315.29,USD,7141.25,1082.69,No,No,Yes,+212449262572,business_registry,complete
SME_04263,2014-02-14,Nigeria,Benin City,urban,services,46.0,Female,secondary,Tunde Foods Group,9.6,10,12408.97,12408.97,USD,7273.57,163.53,No,No,Yes,+234750288987,business_registry,complete
SME_04264,2022-08-05,Rwanda,Nyagatare,peri-urban,transport,45.0,Male,none,Kigali Transport Limited,10.8,3,1321.19,1321.19,USD,128.09,98.47,No,Yes,Yes,+250750590509,business_registry,complete
SME_04265,2008-04-06,Ghana,Kumasi,peri-urban,agriculture,69.0,Male,tertiary,Kwame Hardware & Partners,7.5,3,1010.32,1010.32,USD,,720.2,Partially,No,Yes,+233565162413,business_registry,partial
SME_04266,2013-06-21,Tanzania,Dodoma,peri-urban,services,48.0,Female,none,Neema Services & Partners,2.7,3,41874.01,41874.01,USD,53444.99302465328,1360.17,No,No,Yes,+255592409956,business_registry,partial
SME_04267,2009-06-11,Tanzania,Dodoma,rural,retail,58.0,Male,tertiary,Pwani Foods Group,7.0,2,1155.22,1155.22,USD,1224.29,1002.34,Yes,No,Yes,+255956168861,business_registry,complete
SME_04268,2007-12-28,Rwanda,Rubavu,peri-urban,transport,45.0,Female,tertiary,Ubumwe Traders & Associates,2.5,7,552.3,552.3,USD,,,No,No,No,+250913677056,business_registry,complete
SME_04269,2012-02-19,Rwanda,Nyagatare,rural,construction,37.0,Male,primary,Agaseke Electronics Co.,4.2,2,459.57,459.57,USD,400.5,1096.86,No,No,No,+250906983290,business_registry,partial
SME_04270,2018-10-07,Uganda,Lira,peri-urban,construction,28.0,Male,secondary,Kigezi Hardware Group,7.9,1,2516.84,9312300.0,UGX,2245.99,2427.59,No,No,Yes,+256467249596,business_registry,partial
SME_04271,2010-10-04,Senegal,Dakar,urban,agriculture,45.0,Male,primary,Oumar Foods,2.0,1,210.32,210.32,USD,134.75,348.87,Partially,No,Yes,+221298286260,business_registry,complete
SME_04272,2019-09-24,Tanzania,Dodoma,peri-urban,services,18.0,Male,secondary,Serengeti Agro & Associates,4.6,2,2058.21,2058.21,USD,609.02,248.29,No,No,Yes,+255393613304,business_registry,complete
SME_04273,2015-12-28,Rwanda,Rubavu,peri-urban,textile,45.0,Male,tertiary,Kigali Construction Co.,3.5,2,1988.32,1988.32,USD,1550.98,3888.39,No,Yes,No,+250347680808,business_registry,complete
SME_04274,2017-09-21,Rwanda,Gicumbi,urban,food_processing,46.0,Female,tertiary,Ubumwe Services & Associates,8.9,2,4290.19,5148200.0,RWF,3749.07,3295.73,Yes,No,Yes,+250159397714,business_registry,partial
